Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales,Total Advertising Cost of Sales (ACOS),Total Return on Advertising Spend (ROAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales,7 Day Other SKU Sales
"Jul 25, 2026",,USD,词组拓词,词组拓词 组,bathtub rugs non slip,PHRASE,bathtub rugs anti slip,5,1,20.0%,$1.05,$1.05,$48.21,,,2,2,,,,,
"Jul 28, 2026",,USD,词组拓词,词组拓词 组,bathtub rugs non slip,PHRASE,maximum tub grip bathtub rugs anti slip,1,1,100.0%,$1.36,$1.36,$0.00,,,0,0,,,,,
"Jul 12, 2026",,USD,词组拓词,词组拓词 组,bathtub rugs non slip,PHRASE,kovera bathtub rugs non slip,4,2,50.0%,$2.10,$4.19,$0.00,,,0,0,,,,,
"Jul 23, 2026",,USD,词组拓词,词组拓词 组,bathtub rugs non slip,PHRASE,kovera bathtub rugs non slip,7,1,14.29%,$1.36,$1.36,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,词组拓词,词组拓词 组,bathtub rugs non slip,PHRASE,kovera bathtub rugs non slip,16,1,6.25%,$1.25,$1.25,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,词组拓词,词组拓词 组,bathtub rugs non slip,PHRASE,kovera bathtub rugs non slip,39,1,2.56%,$1.17,$1.17,$21.69,,,1,1,,,,,
"Jul 21, 2026",,USD,词组拓词,词组拓词 组,bathtub rugs non slip,PHRASE,modern bathtub rugs non slip,2,1,50.0%,$1.36,$1.36,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,词组拓词,词组拓词 组,bathtub rugs non slip,PHRASE,stylish up bathtub rugs non slip,11,1,9.09%,$1.05,$1.05,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,词组拓词,词组拓词 组,bathtub rugs non slip,PHRASE,machine washable bathtub rugs anti slip medium firm tub grip,10,1,10.0%,$1.36,$1.36,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,词组拓词,词组拓词 组,bathtub rugs non slip,PHRASE,with strong to corner in shower comfort machine washable quick drying rubber bathtub rugs non slip thick easy clean tub in shower,5,2,40.0%,$1.34,$2.67,$24.11,,,1,1,,,,,
"Jul 26, 2026",,USD,词组拓词,词组拓词 组,bathtub bath mat non slip,PHRASE,bathtub bath mat anti slip,3,1,33.33%,$1.36,$1.36,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,属性-吸盘款,属性-吸盘款 组,non slip bathtub mat with suction cups,BROAD,ultra non slip bathtub mat,5,1,20.0%,$0.90,$0.90,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,属性-吸盘款,属性-吸盘款 组,non slip bathtub mat with suction cups,BROAD,non slip bathtub mat,3,1,33.33%,$0.90,$0.90,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,属性-吸盘款,属性-吸盘款 组,non slip bathtub mat with suction cups,BROAD,koveras bathtub mat 30 inch,1,1,100.0%,$1.02,$1.02,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,属性-吸盘款,属性-吸盘款 组,non slip bathtub mat with suction cups,BROAD,longer bathtub mat non slip,2,1,50.0%,$1.02,$1.02,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,25 inch non slip bathtub mat thick,6,2,33.33%,$1.10,$2.20,$48.21,,,1,2,,,,,
"Jul 16, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,size 2 non slip bathtub mat,1,1,100.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,30 inch bathtub mat non slip,2,1,50.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 21, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,30 inch non slip bathtub mat,5,1,20.0%,$1.10,$1.10,$48.21,,,2,2,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,30 inch non slip bathtub mat,6,1,16.67%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,skid free original bathtub mat non slip,5,1,20.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 13, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,skid free bathtub mat anti slip,188,2,1.06%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,skid free bathtub mat anti slip,261,1,0.38%,$1.07,$1.07,$0.00,,,0,0,,,,,
"Jul 15, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,skid free bathtub mat anti slip,193,2,1.04%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 16, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,skid free bathtub mat anti slip,133,1,0.75%,$1.09,$1.09,$0.00,,,0,0,,,,,
"Jul 17, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,skid free bathtub mat anti slip,365,1,0.27%,$1.01,$1.01,$0.00,,,0,0,,,,,
"Jul 18, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,skid free bathtub mat anti slip,255,2,0.78%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,skid free bathtub mat anti slip,244,1,0.41%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,skid free bathtub mat anti slip,47,1,2.13%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,skid free non skid apartment shower stall strips,5,2,40.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,skid free non slip safety spa mat,2,1,50.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,tub grip rugs,1,1,100.0%,$1.00,$1.00,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nordic non slip bathtub mat,28,1,3.57%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 16, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nordly bathtub mat non slip,3,2,66.67%,$1.16,$2.31,$24.11,,,1,1,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nordly bathtub mat non slip,3,1,33.33%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nordly bathtub mat non slip,23,2,8.7%,$0.53,$1.06,$24.11,,,1,1,,,,,
"Jul 29, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,trusted nonslip bathtub mat,12,1,8.33%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 17, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,mildew resistant bathtub mat non slip,40,2,5.0%,$1.10,$2.20,$24.11,,,1,1,,,,,
"Jul 19, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,mildew resistant bathtub mat non slip,25,1,4.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 15, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,best nonslip stylish up toilet brushes,2,1,50.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,best non slip bathtub mat,6,2,33.33%,$1.10,$2.20,$108.47,,,3,4,,,,,
"Aug 01, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,best non slip bathtub mat,2,1,50.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,tub in shower mat non slip,1,1,100.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,pierline shower mat,4,3,75.0%,$1.14,$3.42,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,textured max runner rug bathtub,2,1,50.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 12, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,halvex non slip bathtub mat,98,1,1.02%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 13, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,halvex non slip bathtub mat,254,1,0.39%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,halvex non slip bathtub mat,149,2,1.34%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 15, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,halvex non slip bathtub mat,178,2,1.12%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 18, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,halvex non slip bathtub mat,372,4,1.08%,$1.09,$4.36,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,halvex non slip bathtub mat,434,2,0.46%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,halvex non slip bathtub mat,173,4,2.31%,$1.08,$4.34,$70.39,,,2,2,,,,,
"Jul 25, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,halvex non slip bathtub mat,155,2,1.29%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,halvex non slip bathtub mat,192,2,1.04%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,halvex non slip bathtub mat,94,2,2.13%,$1.16,$2.31,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,halvex non slip bathtub mat machine washable shower stall textured,4,3,75.0%,$1.16,$3.47,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,halvex machine washable bathtub mat pebble anti slip,5,3,60.0%,$1.16,$3.47,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,halvex machine washable bathtub mat non slip,13,1,7.69%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,halvex machine washable bathtub mat non slip,5,1,20.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,halvex machine washable bathtub mat non slip,32,1,3.12%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,halvex machine washable bathtub mat non slip,9,2,22.22%,$1.10,$2.20,$24.11,,,1,1,,,,,
"Aug 01, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,halvex machine washable bathtub mat non slip,2,1,50.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,halvex machine washable bathtub mat non slip,11,1,9.09%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,shower curtain mat non slip,2,1,50.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,easy clean non slip bathtub mat,2,1,50.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,comfitra non slip quick drying bathtub mat,1,1,100.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,rubber bathtub mat with suction cups non slip,1,1,100.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,quorra trusted,2,1,50.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,quorras,1,1,100.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 13, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,quorras non slip,190,1,0.53%,$1.10,$1.10,$24.11,,,1,1,,,,,
"Jul 18, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,quorras non slip,101,2,1.98%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,quorras non slip,287,3,1.05%,$1.13,$3.39,$0.00,,,0,0,,,,,
"Jul 25, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,quorras non slip,66,1,1.52%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,quorras non slip,115,1,0.87%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,quorras non slip,143,3,2.1%,$1.10,$3.31,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,quorras non slip,153,3,1.96%,$1.10,$3.31,$24.11,,,1,1,,,,,
"Jul 27, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,quorras non slip large extra long,2,1,50.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,quorras non slip flexible,8,1,12.5%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,quorras anti slip,11,1,9.09%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,quorras natural natural mat non slip,3,3,100.0%,$1.10,$3.31,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,toilet brush skid free anti slip flexible,3,2,66.67%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,toilet brushes skid free anti slip,2,2,100.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 16, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,compact original bathtub mat non slip,4,1,25.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,classic shower stall non slip mat,2,1,50.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 21, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,eco basic anti slip mat,1,1,100.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,dremmo non slip,19,2,10.53%,$1.16,$2.31,$24.11,,,1,1,,,,,
"Jul 23, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,dremmo non slip,20,2,10.0%,$1.16,$2.31,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,dremmo non slip essential 60,2,2,100.0%,$1.12,$2.24,$48.21,,,2,2,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,dremmo shower mat non slip,68,1,1.47%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 23, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,dremmo shower mat non slip,32,1,3.12%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,dremmo shower mat non slip,26,3,11.54%,$1.16,$3.47,$24.11,,,1,1,,,,,
"Jul 30, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,dremmo shower mat non slip,45,2,4.44%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,dremmo shower mat non slip,57,2,3.51%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,dremmo shower mat non slip,85,4,4.71%,$1.10,$4.41,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,dremmo shower mat non slip,112,1,0.89%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 23, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,dremo non slip,2,1,50.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,dremo shower mat non slip,1,1,100.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 25, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,evershower mat non slip,2,2,100.0%,$1.16,$2.31,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,pebble skid free toilet brushes flexible anti slip,2,2,100.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 12, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,pebble bathtub mat products non slip,3,1,33.33%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 15, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,mirabel bathtub mat anti slip,8,2,25.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 16, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,mirabel bathtub mat anti slip,13,2,15.38%,$1.16,$2.31,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,mirabel bathtub mat anti slip,38,2,5.26%,$1.16,$2.31,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,mirabel bathtub mat anti slip,6,1,16.67%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub runners non slip,66,1,1.52%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 17, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub runners non slip,100,1,1.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub runners non slip,3,2,66.67%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 16, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub runners mat non slip,8,1,12.5%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub rugs 10 inch tub grip,3,1,33.33%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 16, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub rugs non slip,40,2,5.0%,$1.10,$2.20,$48.21,,,2,2,,,,,
"Jul 18, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub guest non slip,9,2,22.22%,$0.92,$1.83,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub compact mat non slip,10,2,20.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 16, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub anti slip mat textured rubber,5,2,40.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub nonslip mat,1,1,100.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub non slip mat machine washable,3,1,33.33%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub & shower mats,34,1,2.94%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 10, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,659,5,0.76%,$1.10,$5.51,$93.21,,,4,4,,,,,
"Jul 12, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,3347,18,0.54%,$1.08,$19.41,$108.47,,,3,4,,,,,
"Jul 13, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,6488,41,0.63%,$1.07,$43.93,$274.60,,,9,10,,,,,
"Jul 14, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,6811,24,0.35%,$1.09,$26.09,$48.21,,,2,2,,,,,
"Jul 15, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,7678,34,0.44%,$1.08,$36.82,$48.21,,,1,2,,,,,
"Jul 16, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,6471,35,0.54%,$1.09,$38.25,$96.42,,,4,4,,,,,
"Jul 17, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,7381,37,0.5%,$1.08,$40.04,$237.20,,,8,8,,,,,
"Jul 18, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,6740,38,0.56%,$1.09,$41.52,$157.94,,,6,6,,,,,
"Jul 19, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,6225,33,0.53%,$1.07,$35.46,$59.30,,,2,2,,,,,
"Jul 20, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,3678,21,0.57%,$1.08,$22.70,$48.21,,,2,2,,,,,
"Jul 21, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,789,5,0.63%,$1.10,$5.51,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,4265,26,0.61%,$1.06,$27.54,$72.32,,,3,3,,,,,
"Jul 23, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,5096,25,0.49%,$1.08,$26.91,$72.32,,,3,3,,,,,
"Jul 24, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,2047,15,0.73%,$1.10,$16.45,$48.21,,,2,2,,,,,
"Jul 25, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,2850,15,0.53%,$1.04,$15.58,$48.21,,,2,2,,,,,
"Jul 26, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,2629,5,0.19%,$1.10,$5.51,$111.21,,,4,4,,,,,
"Jul 27, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,1099,5,0.45%,$0.97,$4.83,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,447,6,1.34%,$1.12,$6.74,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,1941,17,0.88%,$1.08,$18.31,$72.32,,,3,3,,,,,
"Jul 30, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,1484,8,0.54%,$1.10,$8.76,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,2099,14,0.67%,$1.10,$15.42,$72.32,,,3,3,,,,,
"Aug 01, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,2417,11,0.46%,$1.01,$11.12,$24.11,,,1,1,,,,,
"Aug 02, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip,1983,7,0.35%,$1.10,$7.71,$72.32,,,3,3,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip 20 inch,5,3,60.0%,$1.13,$3.39,$0.00,,,0,0,,,,,
"Jul 17, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip 25 inch,7,1,14.29%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip 30 inch,5,2,40.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip machine washable,18,1,5.56%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 16, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip machine washable,137,2,1.46%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 18, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip machine washable,114,1,0.88%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip machine washable,212,3,1.42%,$1.10,$3.31,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat non slip machine washable 20 inch,2,1,50.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 12, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat anti slip,308,3,0.97%,$0.97,$2.91,$35.20,,,1,1,,,,,
"Jul 13, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat anti slip,181,4,2.21%,$1.10,$4.41,$24.11,,,1,1,,,,,
